,Comment,Likes,channel,Comment_preprocessing
0,영상미가너무예뻐요ㅜㅜ공부도열심히하시구넘넘대단하셔요,0,daily,영상미가너무예뻐요ㅜㅜ공부도열심히하시구넘넘대단하셔요
1,데일리님영상만돌려보면서엄청기다렸어요ㅜㅜ너무보고싶었고분위기짱이에요,2,daily,데일리님영상만돌려보면서엄청기다렸어요ㅜㅜ너무보고싶었고분위기짱이에요
2,데일리님브이로그가제일분위기도예쁘고재밌어요,3,daily,데일리님브이로그가제일분위기도예쁘고재밌어요
3,언니완전이뻐요ㅠㅠ,1,daily,언니완전이뻐요ㅠㅠ
4,방소개영상찍어주세요,1,daily,방소개영상찍어주세요
5,열심히사시는모습이멋집니다,0,daily,열심히사시는모습이멋집니다
6,데일리님ㅜㅜ방소개영상하나찍어주심안될까요데일리님방이너무감성적이고예뻐서참고하고싶어요,0,daily,데일리님ㅜㅜ방소개영상하나찍어주심안될까요데일리님방이너무감성적이고예뻐서참고하고싶어요
7,아니ㅜㅜ이렇게엄청난분께서왜안뜨시는지ㅜㅠㅠ제발좀많은분들이아셨으면하는바램입니다,4,daily,아니ㅜㅜ이렇게엄청난분께서왜안뜨시는지ㅜㅠㅠ제발좀많은분들이아셨으면하는바램입니다
8,완전힐링되고공부자극되네요ㅎㅎ오설록동백꽃피는곶자왈이였나그거맛있더라구요,0,daily,완전힐링되고공부자극되네요ㅎㅎ오설록동백꽃피는곶자왈이였나그거맛있더라구요
9,영상너무이뻐요ㅜㅜ저도공부자극이좀되는거같아용ㅋㅋㅋㅋ혹시분초에나오는옷자켓정보알수있을까요ㅠㅠ앗그리고자켓밑에는치마인가용둘다정보알려주실수있나요ㅠㅠ,2,daily,영상너무이뻐요ㅜㅜ저도공부자극이좀되는거같아용ㅋㅋㅋㅋ혹시분초에나오는옷자켓정보알수있을까요ㅠㅠ앗그리고자켓밑에는치마인가용둘다정보알려주실수있나요ㅠㅠ
10,가을이아니라겨울인듯거의롱패딩입어도추워요나만그래,0,daily,가을이아니라겨울인듯거의롱패딩입어도추워요나만그래
11,썸넬스트라이프티셔츠정보알려주실수있으세요,3,daily,썸넬스트라이프티셔츠정보알려주실수있으세요
12,에서입으신옷들정보궁금해요,1,daily,에서입으신옷들정보궁금해요
13,왔다왔어영상내가존버타던거,1,daily,왔다왔어영상내가존버타던거
14,혹시키가몇인지알슈있을까요,1,daily,혹시키가몇인지알슈있을까요
15,바지정보알수있을까요,1,daily,바지정보알수있을까요
16,같은인데왜저는이런거죠,1,daily,같은인데왜저는이런거죠
17,와빨랐다,5,daily,와빨랐다
18,슈붕실망이야시언,2,daily,슈붕실망이야시언
0,분위기넘예뻐요중간중간나오는소품이랑가구들너무예뻐요앞으로감성브이로그는여기로정착해야겠어요ㅎ,36,daily,분위기넘예뻐요중간중간나오는소품이랑가구들너무예뻐요앞으로감성브이로그는여기로정착해야겠어요ㅎ
1,감성적이고너무예뻐요ㅠㅠ항상영상잘보고있어요,12,daily,감성적이고너무예뻐요ㅠㅠ항상영상잘보고있어요
2,내가이런친구랑수능을봐야하는구나,308,daily,내가이런친구랑수능을봐야하는구나
3,진짜감성이제스탈입니당,3,daily,진짜감성이제스탈입니당
4,이나이때철학과새내기같은생각하느라감성이고나발이고였는데멋있다진짜,1,daily,이나이때철학과새내기같은생각하느라감성이고나발이고였는데멋있다진짜
5,오랜만이네요데일리님역시감성공주님이시라니까,13,daily,오랜만이네요데일리님역시감성공주님이시라니까
6,우와영상너무감성적이고이쁜데요ㅠㅠㅠㅠㅠ,3,daily,우와영상너무감성적이고이쁜데요ㅠㅠㅠㅠㅠ
7,오늘도진짜감성짱이에요ㅠㅠ디저트너무맛있어보여요ㅇㅁㅇ,3,daily,오늘도진짜감성짱이에요ㅠㅠ디저트너무맛있어보여요ㅇㅁㅇ
8,약간힐링되는브이로그라서빨리흥행하시면좋겠네요,3,daily,약간힐링되는브이로그라서빨리흥행하시면좋겠네요
9,책상너무예뻐요ㅠㅠ님이랑수능같이봐야되는년생임다뜬금없지만룸투어영상찍어주세요오ㅗ방도예쁠거같아유,0,daily,책상너무예뻐요ㅠㅠ님이랑수능같이봐야되는년생임다뜬금없지만룸투어영상찍어주세요오ㅗ방도예쁠거같아유
10,영상너무예뻐요,1,daily,영상너무예뻐요
11,아분위기너무이뻐요,0,daily,아분위기너무이뻐요
12,참이쁜브이로그네요,0,daily,참이쁜브이로그네요
13,언니너무이뻐요ㅠㅠ,2,daily,언니너무이뻐요ㅠㅠ
14,와우감성미쳤어요구독하고가겠습니다,1,daily,와우감성미쳤어요구독하고가겠습니다
15,책상에있는달력정보알수있을까요영상분위기너무좋고이뻐요ㅠㅠ잘보고갑니다,0,daily,책상에있는달력정보알수있을까요영상분위기너무좋고이뻐요ㅠㅠ잘보고갑니다
16,탁상달력정보시금합니다ㅠㅜ예ㅃ버요,0,daily,탁상달력정보시금합니다ㅠㅜ예ㅃ버요
17,어떻게이렇게인스타갬성갬성하지부럽다,0,daily,어떻게이렇게인스타갬성갬성하지부럽다
18,와ㅏ오늘학교끝나자마자왔어용항상잘보고있어요ㅠㅠㅠㅠ사랑해요ㅠㅠ,3,daily,와ㅏ오늘학교끝나자마자왔어용항상잘보고있어요ㅠㅠㅠㅠ사랑해요ㅠㅠ
19,인간실격읽으시는구나어땠는지감상평들어보고싶네요,0,daily,인간실격읽으시는구나어땠는지감상평들어보고싶네요
0,데일리님영상보면서많은동기부여와위로를받고있어요지난주쯤우연히알게되어서보기시작했는데데일리님일상이너무멋져서저도따라서열심히살게되더라구요히히요즘코로나때문에너무우울하고나가지를못해서답답했는데데일리님덕분에집안에만있더라도충분히행복할수있다는걸알았어요정말감사합니당앞으로도영상자주자주올려주세요같이열심히살아가요화이팅,3,daily,데일리님영상보면서많은동기부여와위로를받고있어요지난주쯤우연히알게되어서보기시작했는데데일리님일상이너무멋져서저도따라서열심히살게되더라구요히히요즘코로나때문에너무우울하고나가지를못해서답답했는데데일리님덕분에집안에만있더라도충분히행복할수있다는걸알았어요정말감사합니당앞으로도영상자주자주올려주세요같이열심히살아가요화이팅
1,스터디윗미같이하면집중엄청잘될것같아요,2,daily,스터디윗미같이하면집중엄청잘될것같아요
2,저렇게살고싶어요ㅠㅠㅠㅠ제가꿈에그리던저런삶ㅠㅠㅠ대리만족하고갑니다요ㅠㅠ,1,daily,저렇게살고싶어요ㅠㅠㅠㅠ제가꿈에그리던저런삶ㅠㅠㅠ대리만족하고갑니다요ㅠㅠ
3,중학생치곤너무완벽한그대,13,daily,중학생치곤너무완벽한그대
4,오늘도영상너무이뻐요ㅠㅠㅠ짱,1,daily,오늘도영상너무이뻐요ㅠㅠㅠ짱
5,헐완전좋아하는감성ㅜㅠㅠ우연히들어와서구독박고가요,2,daily,헐완전좋아하는감성ㅜㅠㅠ우연히들어와서구독박고가요
6,데일리님영상올라왔네요ㅠㅠ정말감성유튜버짱이신듯선댓후감상할게요,1,daily,데일리님영상올라왔네요ㅠㅠ정말감성유튜버짱이신듯선댓후감상할게요
7,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아걍현타온다남들만사는갓생스터디윗미나중에한번만부탁드려도될가요,1,daily,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아걍현타온다남들만사는갓생스터디윗미나중에한번만부탁드려도될가요
8,,1,daily,
9,오늘구독했어요영퀄짱,0,daily,오늘구독했어요영퀄짱
10,아잇너무늦게와버렸군요ㅜㅜㅜ숙제안해서폰압ㅎㅎ데일리님감상진짜죽여준당께요편집무슨앱사용하시는지알수있을까여,0,daily,아잇너무늦게와버렸군요ㅜㅜㅜ숙제안해서폰압ㅎㅎ데일리님감상진짜죽여준당께요편집무슨앱사용하시는지알수있을까여
11,민초블렌디드존맛탱흐아저도저렇게집즁해서엄청여유롭고재미있고힘든데행복한공부하고싶어요근데학원숙제끝내면공부할거없어ㅛ,0,daily,민초블렌디드존맛탱흐아저도저렇게집즁해서엄청여유롭고재미있고힘든데행복한공부하고싶어요근데학원숙제끝내면공부할거없어ㅛ
12,룸투어나책상단도해주세요ㅠㅠ아이패드기종이랑독서대정보알수있을까요혹시책이나그런건어디다보관하시나요,5,daily,룸투어나책상단도해주세요ㅠㅠ아이패드기종이랑독서대정보알수있을까요혹시책이나그런건어디다보관하시나요
13,요즘너무해이해져서알면서도지키지못하는계획들이너무많았는데이영상보고마음다시잡고가요같은나이인데너무대단하다고느낄만큼열심히하는분꼭잘되실거예요,0,daily,요즘너무해이해져서알면서도지키지못하는계획들이너무많았는데이영상보고마음다시잡고가요같은나이인데너무대단하다고느낄만큼열심히하는분꼭잘되실거예요
14,혹시탁자시계정보주실수있나요,16,daily,혹시탁자시계정보주실수있나요
15,필터저거편집으로하신건가용아님월래찍을때부터이쁘게찍히신건가용ㅠㅠ,0,daily,필터저거편집으로하신건가용아님월래찍을때부터이쁘게찍히신건가용ㅠㅠ
16,혹시독서대사용안하실땐어디에두시나요,1,daily,혹시독서대사용안하실땐어디에두시나요
17,혹시영상에나온탁상시계정보알수있을까요ㅠㅠ,0,daily,혹시영상에나온탁상시계정보알수있을까요ㅠㅠ
18,영상느낌이좋네요카메라는어떤거사용하세요,2,daily,영상느낌이좋네요카메라는어떤거사용하세요
19,영퀄짱이에용그리구혹시아크릴독서대암튼그거정보좀알수있을까여,1,daily,영퀄짱이에용그리구혹시아크릴독서대암튼그거정보좀알수있을까여
20,편집무슨앱으로하시나요,0,daily,편집무슨앱으로하시나요
21,탁상시계정보궁금해요,0,daily,탁상시계정보궁금해요
22,혹시책상정보알수있을까요,0,daily,혹시책상정보알수있을까요
23,초탁상시계정보좀주세뇨,3,daily,초탁상시계정보좀주세뇨
24,나중영상에방소개좀해주세요,1,daily,나중영상에방소개좀해주세요
25,나오는팝송이름알려주실수있나요,0,daily,나오는팝송이름알려주실수있나요
26,ㅅㅂ내방은얼룩덜룩핑크파랑갈색흰색이만저만색이총합인데이분은오우노내가좋아하는딱그른갬승,7,daily,ㅅㅂ내방은얼룩덜룩핑크파랑갈색흰색이만저만색이총합인데이분은오우노내가좋아하는딱그른갬승
27,항상번째하고싶었눈뎅늦었네요ㅠㅠ잘볼게요,1,daily,항상번째하고싶었눈뎅늦었네요ㅠㅠ잘볼게요
28,전공부할때잔잔한노래보단신나는노래를틀어요하지만집중은하락하지만,0,daily,전공부할때잔잔한노래보단신나는노래를틀어요하지만집중은하락하지만
29,와주일전내모습인줄소름,9,daily,와주일전내모습인줄소름
30,같은빵칠인데저랑극과극이시네요흐그그그그극,1,daily,같은빵칠인데저랑극과극이시네요흐그그그그극
31,혹시노래제목알수있을까요,0,daily,혹시노래제목알수있을까요
32,무슨모니터인지알수있을까요,0,daily,무슨모니터인지알수있을까요
33,키보드어디껀지알수있을까요,0,daily,키보드어디껀지알수있을까요
34,폰트정보좀여,4,daily,폰트정보좀여
35,하솔직히유튜버굥나님따라하신거아닌가요옷부터연필꽂이로쓰는스타벅스컵독서대아이패드그리고특히딸기휘핑크림뿌려서먹는거왤케다따라하세효,3,daily,하솔직히유튜버굥나님따라하신거아닌가요옷부터연필꽂이로쓰는스타벅스컵독서대아이패드그리고특히딸기휘핑크림뿌려서먹는거왤케다따라하세효
0,우와같은인데진짜차분하시고영상편집엄청감성적이게하셨는데진짜뜨실것같으니발자국을남기도록하죠ㅠㅠ진짜영상마무예쁘고독서하시는거개간하신것같아요,43,daily,우와같은인데진짜차분하시고영상편집엄청감성적이게하셨는데진짜뜨실것같으니발자국을남기도록하죠ㅠㅠ진짜영상마무예쁘고독서하시는거개간하신것같아요
1,진짜감성지려요오ㅠㅠㅠ영상너무잘보고있어요항상예쁜영상올려주셔서뭔가더행복한것같네요,11,daily,진짜감성지려요오ㅠㅠㅠ영상너무잘보고있어요항상예쁜영상올려주셔서뭔가더행복한것같네요
2,같은학생으로써정말공감되는브이로그였네요ㅎㅎ편집을감성있게잘하시는거같아옇앞으로도좋은영상기대할게요ㅜㅜ,5,daily,같은학생으로써정말공감되는브이로그였네요ㅎㅎ편집을감성있게잘하시는거같아옇앞으로도좋은영상기대할게요ㅜㅜ
3,진짜ㅜㅜㅜ분위기아무도못이겨요ㅜㅜ인데되게깔끔하시고진짜차분하시고ㅜㅜ요새데일리님영상만보면서생활하고있어요,0,daily,진짜ㅜㅜㅜ분위기아무도못이겨요ㅜㅜ인데되게깔끔하시고진짜차분하시고ㅜㅜ요새데일리님영상만보면서생활하고있어요
4,영상이그냥너무감성적이라이뻐요ㅠㅠㅠ,5,daily,영상이그냥너무감성적이라이뻐요ㅠㅠㅠ
5,진짜감성분위기좋아요ㅜㅠ그와중에다이어리너무예쁘네요,3,daily,진짜감성분위기좋아요ㅜㅠ그와중에다이어리너무예쁘네요
6,편집완전잘하시구영상완전감성적이에요ㅠㅠ제가원하던삶을구독까지눌렀어요ㅎㅎ앞으로마니마니좋은영상올려주세요,3,daily,편집완전잘하시구영상완전감성적이에요ㅠㅠ제가원하던삶을구독까지눌렀어요ㅎㅎ앞으로마니마니좋은영상올려주세요
7,와이때까지본것중에감성이젤쩌는영상이에여ㅠㅠㅠㅠㅠ,8,daily,와이때까지본것중에감성이젤쩌는영상이에여ㅠㅠㅠㅠㅠ
8,썸네일감성이좋아서들어와봤는데분위기대박,5,daily,썸네일감성이좋아서들어와봤는데분위기대박
9,나이도어린데이렇게감성이세련된건재능이다,0,daily,나이도어린데이렇게감성이세련된건재능이다
10,분위기진짜좋아요ㅠㅠ,4,daily,분위기진짜좋아요ㅠㅠ
11,분위기대박적보는내내감탄하고갑니당,1,daily,분위기대박적보는내내감탄하고갑니당
12,으아집뭐죠너무분위기있고예뻐요나도저기서살고싶당구독좋아요누르고갑니덩,1,daily,으아집뭐죠너무분위기있고예뻐요나도저기서살고싶당구독좋아요누르고갑니덩
13,감성쵝오잔잔한영상넘잘보고가요옹,1,daily,감성쵝오잔잔한영상넘잘보고가요옹
14,,1,daily,
15,와영상너무이뻐요ㅠㅠㅠ,1,daily,와영상너무이뻐요ㅠㅠㅠ
16,이분이만될때쯤난구독자명대부터봣다고자랑해야징,1,daily,이분이만될때쯤난구독자명대부터봣다고자랑해야징
17,영상잘만드셧네요ㅠㅠ저두,5,daily,영상잘만드셧네요ㅠㅠ저두
18,와감성개쩔어여,1,daily,와감성개쩔어여
19,방소개해주세여책상정보도알려주세여ㅠㅠ,2,daily,방소개해주세여책상정보도알려주세여ㅠㅠ
0,와감성댑악감성스터디브이로그라고궁금해서들어와봤는데진짜저랑동갑인게믿겨지지않을정도로예쁘네요완죤갬성책상,2,daily,와감성댑악감성스터디브이로그라고궁금해서들어와봤는데진짜저랑동갑인게믿겨지지않을정도로예쁘네요완죤갬성책상
1,진짜모든게완벽한,1,daily,진짜모든게완벽한
2,와처음봤을때가구독자명이얐는데쭉쭉올라가시네요항상응원해요요ㅛ이대로만명까지가봐요요ㅛ,9,daily,와처음봤을때가구독자명이얐는데쭉쭉올라가시네요항상응원해요요ㅛ이대로만명까지가봐요요ㅛ
3,와ㅠㅠ오늘도감성대박이에요오늘도영상보고힐링할게요조금있으면새학기인데화이팅하세요,2,daily,와ㅠㅠ오늘도감성대박이에요오늘도영상보고힐링할게요조금있으면새학기인데화이팅하세요
4,책상너무깔끔하고이쁘다,12,daily,책상너무깔끔하고이쁘다
5,같은인데부끄럽네요대단하셔요진짜,2,daily,같은인데부끄럽네요대단하셔요진짜
6,감성좋네요힐링하고갑니당다음영상기대할게요,1,daily,감성좋네요힐링하고갑니당다음영상기대할게요
7,영상이항상고급진거같아용,1,daily,영상이항상고급진거같아용
8,ㅘ역시믿보데믿고보는데일리님,1,daily,ㅘ역시믿보데믿고보는데일리님
9,인스타도꾸준히하트랑댓달고있는데빨리뜨셨으면좋겠어요ㅜㅜ뜨시면뺭뺭기억해주세요,3,daily,인스타도꾸준히하트랑댓달고있는데빨리뜨셨으면좋겠어요ㅜㅜ뜨시면뺭뺭기억해주세요
10,영상도예쁘고방분위기도좋으신거같고갬성도대박이네요오제일놀랐던부분은시반기상이에요가능합니꽈저는일요일에시에일어나서친구들한테자랑합니더일찍일어났다고현타오네요+ㅇㄴ동갑이네요현타한번지대로네,1,daily,영상도예쁘고방분위기도좋으신거같고갬성도대박이네요오제일놀랐던부분은시반기상이에요가능합니꽈저는일요일에시에일어나서친구들한테자랑합니더일찍일어났다고현타오네요 ㅇㄴ동갑이네요현타한번지대로네
11,갬성이폭발혹시책상정보주실수있나요,2,daily,갬성이폭발혹시책상정보주실수있나요
12,영상너무너무예뻐요ㅠㅠ혹시책상에있는시계정보알려주실수있나요,2,daily,영상너무너무예뻐요ㅠㅠ혹시책상에있는시계정보알려주실수있나요
13,오늘영상도갬성폭발이군료,1,daily,오늘영상도갬성폭발이군료
14,안녕하세요혹시책상맨왼쪽단으로된회색받침뭔지상품정보알수있을까요,0,daily,안녕하세요혹시책상맨왼쪽단으로된회색받침뭔지상품정보알수있을까요
15,이것만보고공부해야징,1,daily,이것만보고공부해야징
16,ㅋㅋ근데자기전에책읽는게공부가재있다라곶느낄땐줄ㅋ책제목이구낰,0,daily,ㅋㅋ근데자기전에책읽는게공부가재있다라곶느낄땐줄ㅋ책제목이구낰
17,안녕하세요혹시독서대정보알수있을까요,1,daily,안녕하세요혹시독서대정보알수있을까요
